rank	word	en	ru	ex1	ex2
1132	օրենք	law	закон	Օրենքը բոլորի համար է — Закон для всех	Նոր օրենք ընդունվեց — Был принят новый закон
1133	առյուծ	lion	лев	Առյուծին անվանում են գազանների արքա — Льва называют царём зверей	
1134	բնական	natural	естественный, натуральный	Դա բնական երևույթ է — Это естественное явление	Բնական հյութ եմ խմում — Я пью натуральный сок
1135	ներկայումս	now, at present	в настоящее время	Ներկայումս ապրում եմ Երևանում — В настоящее время я живу в Ереване	
1136	ակադեմիա	academy	академия	Նա աշխատում է Գիտությունների ակադեմիայում — Он работает в Академии наук	
1137	լապտեր	lantern, lamp	фонарь	Փողոցի լապտերները վառվեցին — Уличные фонари зажглись	
1138	շտեմարան	granary, garner; warehouse, storehouse	амбар, хранилище	Ցորենը պահում են շտեմարանում — Пшеницу хранят в амбаре	
1139	լցնել	to fill	наливать; наполнять	Ջուր լցրու բաժակի մեջ — Налей воду в стакан	Պայուսակը գրքերով լցրեց — Он наполнил сумку книгами
1140	փոս	hole, pit, hollow	яма	Ճանապարհին մեծ փոս կա — На дороге большая яма	
1141	գնահատել	to value, evaluate appreciate, estimate	оценивать; ценить	Ուսուցիչը գնահատեց աշխատանքը — Учитель оценил работу	Ես գնահատում եմ քո օգնությունը — Я ценю твою помощь
1142	տեղեկություն	the state of being informed	сведения, информация	Կարևոր տեղեկություն ստացանք — Мы получили важную информацию	
1143	սուր	sharp	острый	Այս դանակը շատ սուր է — Этот нож очень острый	Սուր ցավ զգացի — Я почувствовал острую боль
1144	գործոն	working, acting; influencing	фактор	Ժամանակը կարևոր գործոն է — Время важный фактор	
1145	հանգիստ	calm, tranquil, peaceful	спокойный; спокойно	Երեխան հանգիստ քնում է — Ребёнок спокойно спит	Հանգիստ եղիր, ամեն ինչ լավ է — Успокойся, всё хорошо
1146	պարույր	spiral, helix	спираль	Աստիճանը պարույրի ձև ունի — Лестница имеет форму спирали	
